CENSUS_YEAR,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,DATA_QUALITY_FLAG,ALT_GEO_CODE,DIM: Year (2),Member ID: Year (2),Notes: Year (2),DIM: Age (9),Member ID: Age (9),Notes: Age (9),DIM: Sex (3),Member ID: Sex (3),Notes: Sex (3),DIM: Income sources and taxes (16),Member ID: Income sources and taxes (16),Notes: Income sources and taxes (16),Dim: Income statistics (5A): Member ID: [1]: Total - Population aged 15 years and over,Dim: Income statistics (5A): Member ID: [2]: With an amount,Dim: Income statistics (5A): Member ID: [3]: Percentage with an amount (%),Dim: Income statistics (5A): Member ID: [4]: Average amount ($) (Note: 19),Dim: Income statistics (5A): Member ID: [5]: Aggregate amount ($'000)
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Total - Sex,1,,After-tax income,15,17,345665,340230,98.4,41328,14060970
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Total - Sex,1,,Income taxes,16,18,345665,251145,72.7,11791,2961283
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Male,2,,Total income,1,3,167205,165405,98.9,61570,10184056
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Male,2,,Market income,2,4,167200,154975,92.7,64329,9969782
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Male,2,,Employment income,3,5,167205,149860,89.6,64316,9638340
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Male,2,,"Wages, salaries and commissions",4,6,167205,134265,80.3,65749,8827801
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Male,2,,Net self-employment income,5,7,167205,29615,17.7,27378,810809
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Male,2,,Investment income,6,8,167205,52070,31.1,4467,232614
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Male,2,,Private retirement income,7,9,167205,605,0.4,11842,7224
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Male,2,,Market income not included elsewhere,8,10,167205,17265,10.3,5298,91467
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Male,2,,Government transfers,9,11,167205,68985,41.3,3108,214381
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Male,2,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,167205,0,0,0,0
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Male,2,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,167205,1420,0.8,8530,12112
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Male,2,,Employment Insurance (EI) benefits,12,14,167205,11245,6.7,5914,66502
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Male,2,,Child benefits,13,15,167205,4340,2.6,3633,15768
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Male,2,,Other government transfers,14,16,167205,61570,36.8,1949,120011
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Male,2,,After-tax income,15,17,167200,165375,98.9,49453,8178255
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Male,2,,Income taxes,16,18,167205,133325,79.7,15045,2005816
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Female,3,,Total income,1,3,178460,174885,98,39100,6837981
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Female,3,,Market income,2,4,178465,158500,88.8,39374,6240786
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Female,3,,Employment income,3,5,178465,144565,81,40574,5865566
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Female,3,,"Wages, salaries and commissions",4,6,178465,132910,74.5,41093,5461912
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Female,3,,Net self-employment income,5,7,178465,23040,12.9,17525,403865
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Female,3,,Investment income,6,8,178460,61310,34.4,3870,237249
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Female,3,,Private retirement income,7,9,178460,745,0.4,9465,7052
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Female,3,,Market income not included elsewhere,8,10,178460,23580,13.2,5554,130967
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Female,3,,Government transfers,9,11,178465,127295,71.3,4692,597214
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Female,3,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,178465,0,0,0,0
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Female,3,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,178465,2415,1.4,7088,17152
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Female,3,,Employment Insurance (EI) benefits,12,14,178465,20720,11.6,7491,155174
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Female,3,,Child benefits,13,15,178465,100870,56.5,3318,334693
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Female,3,,Other government transfers,14,16,178460,44840,25.1,2011,90176
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Female,3,,After-tax income,15,17,178465,174855,98,33643,5882530
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Female,3,,Income taxes,16,18,178465,117820,66,8109,955407
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Total - Sex,1,,Total income,1,3,336120,329285,98,56065,18461475
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Total - Sex,1,,Market income,2,4,336120,305285,90.8,58557,17876674
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Total - Sex,1,,Employment income,3,5,336120,280400,83.4,58788,16484493
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Total - Sex,1,,"Wages, salaries and commissions",4,6,336115,251190,74.7,60297,15145639
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Total - Sex,1,,Net self-employment income,5,7,336120,53990,16.1,24796,1338844
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Total - Sex,1,,Investment income,6,8,336120,137830,41,7456,1027649
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Total - Sex,1,,Private retirement income,7,9,336115,3540,1.1,16089,56954
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Total - Sex,1,,Market income not included elsewhere,8,10,336120,45920,13.7,6697,307546
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Total - Sex,1,,Government transfers,9,11,336115,156230,46.5,3744,584982
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Total - Sex,1,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,336120,0,0,0,0
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Total - Sex,1,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,336120,10180,3,8062,82034
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Total - Sex,1,,Employment Insurance (EI) benefits,12,14,336120,21840,6.5,5312,116024
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Total - Sex,1,,Child benefits,13,15,336115,59270,17.6,2670,158240
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Total - Sex,1,,Other government transfers,14,16,336120,100070,29.8,2285,228640
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Total - Sex,1,,After-tax income,15,17,336120,329175,97.9,45300,14911483
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Total - Sex,1,,Income taxes,16,18,336115,249675,74.3,14219,3550200
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Male,2,,Total income,1,3,162790,161575,99.3,69737,11267738
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Male,2,,Market income,2,4,162790,149825,92,73651,11034724
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Male,2,,Employment income,3,5,162790,141465,86.9,72249,10221026
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Male,2,,"Wages, salaries and commissions",4,6,162790,124610,76.5,74746,9314100
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Male,2,,Net self-employment income,5,7,162790,30530,18.8,29699,906695
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Male,2,,Investment income,6,8,162785,62535,38.4,10089,630958
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Male,2,,Private retirement income,7,9,162790,1750,1.1,21040,36819
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Male,2,,Market income not included elsewhere,8,10,162790,20020,12.3,7319,146526
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Male,2,,Government transfers,9,11,162790,64785,39.8,3591,232664
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Male,2,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,162790,0,0,0,0
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Male,2,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,162790,3915,2.4,8869,34722
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Male,2,,Employment Insurance (EI) benefits,12,14,162790,8975,5.5,5732,51440
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Male,2,,Child benefits,13,15,162790,4375,2.7,3199,13997
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Male,2,,Other government transfers,14,16,162790,57200,35.1,2317,132518
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Male,2,,After-tax income,15,17,162790,161480,99.2,54826,8853383
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Male,2,,Income taxes,16,18,162790,128300,78.8,18817,2414186
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Female,3,,Total income,1,3,173330,167715,96.8,42894,7194015
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Female,3,,Market income,2,4,173325,155455,89.7,44010,6841614
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Female,3,,Employment income,3,5,173330,138940,80.2,45083,6263575
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Female,3,,"Wages, salaries and commissions",4,6,173325,126580,73,46072,5831551
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Female,3,,Net self-employment income,5,7,173325,23465,13.5,18417,432159
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Female,3,,Investment income,6,8,173325,75290,43.4,5269,396729
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Female,3,,Private retirement income,7,9,173330,1795,1,11254,20145
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Female,3,,Market income not included elsewhere,8,10,173330,25900,14.9,6217,161020
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Female,3,,Government transfers,9,11,173330,91445,52.8,3853,352319
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Female,3,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,173330,0,0,0,0
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Female,3,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,173325,6265,3.6,7558,47353
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Female,3,,Employment Insurance (EI) benefits,12,14,173325,12865,7.4,5020,64584
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Female,3,,Child benefits,13,15,173330,54890,31.7,2628,144243
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Female,3,,Other government transfers,14,16,173330,42870,24.7,2242,96133
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Female,3,,After-tax income,15,17,173330,167690,96.7,36125,6058052
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,45 to 54 years,7,,Female,3,,Income taxes,16,18,173325,121380,70,9360,1136022
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Total - Sex,1,,Total income,1,3,235905,228905,97,53188,12175069
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Total - Sex,1,,Market income,2,4,235905,208180,88.2,55534,11561084
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Total - Sex,1,,Employment income,3,5,235910,167865,71.2,55798,9366495
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Total - Sex,1,,"Wages, salaries and commissions",4,6,235905,146020,61.9,57790,8438471
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Total - Sex,1,,Net self-employment income,5,7,235905,37905,16.1,24482,927991
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Total - Sex,1,,Investment income,6,8,235905,119715,50.7,8377,1002877
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Total - Sex,1,,Private retirement income,7,9,235910,32480,13.8,26350,855976
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Total - Sex,1,,Market income not included elsewhere,8,10,235905,49800,21.1,6741,335695
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Total - Sex,1,,Government transfers,9,11,235910,114455,48.5,5365,614076
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Total - Sex,1,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,235910,5465,2.3,6320,34536
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Total - Sex,1,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,235905,45920,19.5,6792,311879
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Total - Sex,1,,Employment Insurance (EI) benefits,12,14,235910,13500,5.7,5265,71073
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Total - Sex,1,,Child benefits,13,15,235910,5455,2.3,2249,12270
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Total - Sex,1,,Other government transfers,14,16,235910,75770,32.1,2433,184311
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Total - Sex,1,,After-tax income,15,17,235910,228865,97,42436,9711793
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Total - Sex,1,,Income taxes,16,18,235910,167960,71.2,14665,2463166
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Male,2,,Total income,1,3,115345,114210,99,68685,7844834
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Male,2,,Market income,2,4,115345,104610,90.7,72212,7553697
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Male,2,,Employment income,3,5,115345,89615,77.7,70032,6275915
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Male,2,,"Wages, salaries and commissions",4,6,115345,76760,66.5,72727,5582887
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Male,2,,Net self-employment income,5,7,115345,22475,19.5,30846,693264
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Male,2,,Investment income,6,8,115345,55815,48.4,10047,560770
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Male,2,,Private retirement income,7,9,115340,16490,14.3,32308,532758
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Male,2,,Market income not included elsewhere,8,10,115345,22700,19.7,8129,184524
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Male,2,,Government transfers,9,11,115340,55580,48.2,5232,290771
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Male,2,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,115345,560,0.5,6258,3536
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Male,2,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,115345,18600,16.1,7558,140585
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Male,2,,Employment Insurance (EI) benefits,12,14,115345,6260,5.4,5716,35811
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Male,2,,Child benefits,13,15,115340,940,0.8,2712,2549
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Male,2,,Other government transfers,14,16,115345,42280,36.7,2562,108329
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Male,2,,After-tax income,15,17,115345,114145,99,53440,6099587
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Male,2,,Income taxes,16,18,115345,88770,77,19656,1744903
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Female,3,,Total income,1,3,120565,114690,95.1,37756,4330272
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Female,3,,Market income,2,4,120565,103570,85.9,38689,4007035
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Female,3,,Employment income,3,5,120565,78250,64.9,39496,3090359
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Female,3,,"Wages, salaries and commissions",4,6,120565,69255,57.4,41234,2855839
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Female,3,,Net self-employment income,5,7,120565,15430,12.8,15215,234771
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Female,3,,Investment income,6,8,120565,63900,53,6919,442145
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Female,3,,Private retirement income,7,9,120565,15995,13.3,20207,323218
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Female,3,,Market income not included elsewhere,8,10,120565,27100,22.5,5578,151170
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Female,3,,Government transfers,9,11,120570,58880,48.8,5491,323305
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Female,3,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,120565,4905,4.1,6327,31032
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Female,3,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,120565,27320,22.7,6270,171296
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Female,3,,Employment Insurance (EI) benefits,12,14,120565,7235,6,4874,35262
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Female,3,,Child benefits,13,15,120565,4515,3.7,2153,9732
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Female,3,,Other government transfers,14,16,120565,33485,27.8,2269,75983
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Female,3,,After-tax income,15,17,120565,114715,95.1,31487,3611979
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,55 to 64 years,8,,Female,3,,Income taxes,16,18,120565,79190,65.7,9070,718251
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Total - Sex,1,,Total income,1,3,256655,255520,99.6,37708,9635419
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Total - Sex,1,,Market income,2,4,256655,201235,78.4,30369,6111102
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Total - Sex,1,,Employment income,3,5,256655,58845,22.9,27756,1633298
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Total - Sex,1,,"Wages, salaries and commissions",4,6,256660,44945,17.5,31712,1425440
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Total - Sex,1,,Net self-employment income,5,7,256655,19045,7.4,10915,207927
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Total - Sex,1,,Investment income,6,8,256660,152125,59.3,9946,1513067
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Total - Sex,1,,Private retirement income,7,9,256660,143190,55.8,18702,2677879
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Total - Sex,1,,Market income not included elsewhere,8,10,256660,60520,23.6,4741,286946
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Total - Sex,1,,Government transfers,9,11,256660,250765,97.7,14053,3524025
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Total - Sex,1,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,256660,225980,88,8244,1863062
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Total - Sex,1,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,256655,205225,80,7112,1459498
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Total - Sex,1,,Employment Insurance (EI) benefits,12,14,256655,2990,1.2,5446,16285
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Total - Sex,1,,Child benefits,13,15,256655,780,0.3,3745,2921
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Total - Sex,1,,Other government transfers,14,16,256655,136715,53.3,1333,182213
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Total - Sex,1,,After-tax income,15,17,256660,255405,99.5,31578,8065260
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Total - Sex,1,,Income taxes,16,18,256660,147535,57.5,10642,1570100
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Male,2,,Total income,1,3,115510,115250,99.8,47287,5449865
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Male,2,,Market income,2,4,115510,94730,82,40245,3812627
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Male,2,,Employment income,3,5,115510,34640,30,35461,1228190
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Male,2,,"Wages, salaries and commissions",4,6,115510,26190,22.7,40632,1063960
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Male,2,,Net self-employment income,5,7,115510,12000,10.4,13693,164315
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Male,2,,Investment income,6,8,115510,66695,57.7,11562,771189
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Male,2,,Private retirement income,7,9,115510,70160,60.7,23541,1651606
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Male,2,,Market income not included elsewhere,8,10,115510,27830,24.1,5800,161405
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Male,2,,Government transfers,9,11,115510,112955,97.8,14497,1637427
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Male,2,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,115510,98590,85.4,7828,771769
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Male,2,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,115510,95495,82.7,7946,758787
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Male,2,,Employment Insurance (EI) benefits,12,14,115510,1690,1.5,5763,9768
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Male,2,,Child benefits,13,15,115510,205,0.2,3340,685
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Male,2,,Other government transfers,14,16,115515,60630,52.5,1591,96448
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Male,2,,After-tax income,15,17,115510,115205,99.7,38222,4403332
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Male,2,,Income taxes,16,18,115510,74870,64.8,13978,1046523
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Female,3,,Total income,1,3,141145,140270,99.4,29838,4185334
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Female,3,,Market income,2,4,141150,106505,75.5,21584,2298773
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Female,3,,Employment income,3,5,141145,24205,17.1,16730,404954
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Female,3,,"Wages, salaries and commissions",4,6,141145,18760,13.3,19260,361319
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Female,3,,Net self-employment income,5,7,141150,7050,5,6188,43625
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Female,3,,Investment income,6,8,141145,85430,60.5,8685,741933
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Female,3,,Private retirement income,7,9,141150,73025,51.7,14054,1026257
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Female,3,,Market income not included elsewhere,8,10,141150,32690,23.2,3840,125543
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Female,3,,Government transfers,9,11,141150,137815,97.6,13689,1886598
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Female,3,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,141150,127390,90.3,8567,1091292
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Female,3,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,141150,109740,77.7,6385,700744
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Female,3,,Employment Insurance (EI) benefits,12,14,141150,1300,0.9,5035,6545
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Female,3,,Child benefits,13,15,141145,575,0.4,3886,2254
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Female,3,,Other government transfers,14,16,141145,76085,53.9,1127,85773
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,65 years and over,9,,Female,3,,After-tax income,15,17,141145,140195,99.3,26119,3661750
