TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2020,5,25,19,2,3XX W BROADWAY AVE,Mount Pleasant,491877.3813,5456721.03
Break and Enter Commercial,2020,3,28,20,15,3XX W CORDOVA ST,Central Business District,492047.0225,5458990.22
Break and Enter Commercial,2020,8,18,8,30,3XX W CORDOVA ST,Central Business District,492054.6003,5458995.558
Break and Enter Commercial,2020,4,17,20,28,3XX W GEORGIA ST,Central Business District,491659.3965,5458620.21
Break and Enter Commercial,2020,5,5,21,39,3XX W GEORGIA ST,Central Business District,491659.3965,5458620.21
Break and Enter Commercial,2020,10,12,23,52,3XX W GEORGIA ST,Central Business District,491659.3965,5458620.21
Break and Enter Commercial,2020,6,5,5,10,3XX W GEORGIA ST,Central Business District,491683.2329,5458582.494
Break and Enter Commercial,2020,4,24,2,50,3XX W HASTINGS ST,Central Business District,491936.093,5458957.404
Break and Enter Commercial,2020,4,4,0,0,3XX W HASTINGS ST,Central Business District,491977.7987,5458915.492
Break and Enter Commercial,2020,3,30,5,0,3XX W HASTINGS ST,Central Business District,491998.6168,5458907.534
Break and Enter Commercial,2020,10,10,6,47,3XX W HASTINGS ST,Central Business District,492002.5267,5458903.605
Break and Enter Commercial,2020,4,3,0,28,3XX W PENDER ST,Central Business District,491919.7572,5458841.705
Break and Enter Commercial,2020,11,1,4,45,3XX W PENDER ST,Central Business District,491919.7572,5458841.705
Break and Enter Commercial,2020,10,13,18,0,3XX W PENDER ST,Central Business District,491923.5304,5458824.778
Break and Enter Commercial,2020,3,21,10,4,3XX WATER ST,Central Business District,491975.9409,5459104.534
Break and Enter Commercial,2020,4,19,22,21,3XX WATER ST,Central Business District,491975.9409,5459104.534
Break and Enter Commercial,2020,8,30,6,20,3XX WATER ST,Central Business District,491975.9409,5459104.534
Break and Enter Commercial,2020,10,5,5,0,3XX WATER ST,Central Business District,491975.9409,5459104.534
Break and Enter Commercial,2020,6,18,5,9,3XX WATER ST,Central Business District,492015.1192,5459093.114
Break and Enter Commercial,2020,3,25,21,4,3XX WATER ST,Central Business District,492051.499,5459082.51
Break and Enter Commercial,2020,5,5,11,31,3XX WATER ST,Central Business District,492051.499,5459082.51
Break and Enter Commercial,2020,4,23,6,18,3XX WATER ST,Central Business District,492065.7308,5459068.837
Break and Enter Commercial,2020,4,28,18,0,40XX ASH ST,South Cambie,491378.2355,5455171.061
Break and Enter Commercial,2020,4,21,22,13,40XX CAMBIE ST,South Cambie,491598.5258,5455188.078
Break and Enter Commercial,2020,4,9,9,47,40XX KNIGHT ST,Kensington-Cedar Cottage,494452.4045,5455131.848
Break and Enter Commercial,2020,4,27,4,8,40XX MACDONALD ST,Arbutus Ridge,487782.1278,5455346.693
Break and Enter Commercial,2020,10,26,20,0,40XX MACDONALD ST,Arbutus Ridge,487782.1278,5455346.693
Break and Enter Commercial,2020,4,26,14,0,40XX MACDONALD ST,Arbutus Ridge,487782.1475,5455348.698
Break and Enter Commercial,2020,6,16,13,30,41XX GLADSTONE ST,Kensington-Cedar Cottage,495600.8247,5455032.981
Break and Enter Commercial,2020,10,27,3,0,41XX NANAIMO ST,Renfrew-Collingwood,495881.3507,5454981.02
Break and Enter Commercial,2020,5,31,4,24,41XX SALISH DR,Musqueam,485657.8996,5453347.787
Break and Enter Commercial,2020,8,28,3,32,42XX ARBUTUS ST,Arbutus Ridge,488840.8665,5455054.205
Break and Enter Commercial,2020,8,21,6,58,42XX DUNBAR ST,Dunbar-Southlands,486524.8339,5455100.225
Break and Enter Commercial,2020,4,4,2,0,44XX CAMBIE ST,South Cambie,491571.1231,5454792.662
Break and Enter Commercial,2020,4,27,19,46,44XX MAIN ST,Riley Park,492624.8075,5454753.396
Break and Enter Commercial,2020,4,8,0,0,44XX SLOCAN ST,Renfrew-Collingwood,496390.4399,5454723.243
Break and Enter Commercial,2020,4,1,18,0,46XX W 10TH AVE,West Point Grey,484387.8885,5456812.761
Break and Enter Commercial,2020,5,11,21,0,46XX W 10TH AVE,West Point Grey,484445.0187,5456811.199
Break and Enter Commercial,2020,5,9,17,30,46XX W 10TH AVE,West Point Grey,484486.0574,5456819.222
Break and Enter Commercial,2020,6,18,4,42,47XX MAIN ST,Riley Park,492623.7579,5454411.939
Break and Enter Commercial,2020,9,2,6,46,47XX MAIN ST,Riley Park,492623.7767,5454412.567
Break and Enter Commercial,2020,3,18,4,0,48XX CAMBIE ST,Riley Park,491398.1095,5454383.427
Break and Enter Commercial,2020,6,11,5,30,48XX ELDORADO MEWS,Renfrew-Collingwood,495818.4815,5454304.611
Break and Enter Commercial,2020,9,14,5,45,48XX ELDORADO MEWS,Renfrew-Collingwood,495818.4815,5454304.611
Break and Enter Commercial,2020,8,7,0,59,48XX FRASER ST,Kensington-Cedar Cottage,493426.7875,5454210.783
Break and Enter Commercial,2020,7,26,3,0,48XX MAIN ST,Riley Park,492612.2413,5454320.915
Break and Enter Commercial,2020,8,25,0,0,48XX MAIN ST,Riley Park,492612.2413,5454320.915
Break and Enter Commercial,2020,3,26,5,34,48XX ONTARIO ST,Riley Park,492327.3257,5454251.145
Break and Enter Commercial,2020,4,3,22,44,48XX ROSS ST,Kensington-Cedar Cottage,494060.8092,5454199.854
Break and Enter Commercial,2020,4,8,9,59,48XX SLOCAN ST,Renfrew-Collingwood,496083.768,5454158.323
Break and Enter Commercial,2020,3,16,21,25,48XX SLOCAN ST,Renfrew-Collingwood,496106.8312,5454193.14
Break and Enter Commercial,2020,3,21,3,15,49XX CAMBIE ST,South Cambie,491398.1998,5454158.642
Break and Enter Commercial,2020,10,25,0,21,49XX JOYCE ST,Renfrew-Collingwood,497778.7805,5454087.245
Break and Enter Commercial,2020,9,26,8,51,4X E 15TH AVE,Mount Pleasant,492411.9045,5456097.368
Break and Enter Commercial,2020,9,7,6,3,4X E 20TH AVE,Riley Park,492434.6291,5455563.253
Break and Enter Commercial,2020,5,25,6,54,4X E 3RD AVE,Mount Pleasant,492450.2383,5457279.723
Break and Enter Commercial,2020,6,18,4,43,4X E HASTINGS ST,Central Business District,492474.9568,5458750.994
Break and Enter Commercial,2020,11,2,13,14,4X KINGSWAY AVE,Mount Pleasant,492699.9971,5456765.385
Break and Enter Commercial,2020,3,28,4,20,4XX ABBOTT ST,Central Business District,492183.9611,5458755.302
Break and Enter Commercial,2020,3,28,4,32,4XX ABBOTT ST,Central Business District,492183.9611,5458755.302
Break and Enter Commercial,2020,3,28,6,35,4XX ABBOTT ST,Central Business District,492183.9611,5458755.302
Break and Enter Commercial,2020,10,24,21,0,4XX CARRALL ST,Central Business District,492406.8333,5458727.419
Break and Enter Commercial,2020,4,24,8,33,4XX COLUMBIA ST,Central Business District,492566.8328,5458714.897
Break and Enter Commercial,2020,4,11,0,0,4XX COLUMBIA ST,Central Business District,492566.9383,5458732.469
Break and Enter Commercial,2020,4,5,4,45,4XX DAVIE ST,Central Business District,490966.2435,5458135.436
Break and Enter Commercial,2020,3,16,6,38,4XX DAVIE ST,Central Business District,491014.6337,5458073.899
Break and Enter Commercial,2020,3,23,5,17,4XX DAVIE ST,Central Business District,491014.6337,5458073.899
Break and Enter Commercial,2020,5,1,0,45,4XX DUNSMUIR ST,Central Business District,491732.5735,5458801.879
Break and Enter Commercial,2020,10,25,13,39,4XX E 15TH AVE,Mount Pleasant,493099.0048,5456067.059
Break and Enter Commercial,2020,8,7,23,30,4XX E 16TH AVE,Mount Pleasant,493083.0917,5455978.329
Break and Enter Commercial,2020,10,25,1,0,4XX E 16TH AVE,Mount Pleasant,493083.0917,5455978.329
Break and Enter Commercial,2020,10,5,21,3,4XX E 43RD AVE,Sunset,492933.6308,5453145.938
Break and Enter Commercial,2020,3,14,0,8,4XX E 44TH AVE,Sunset,493096.6851,5453050.479
Break and Enter Commercial,2020,10,9,16,30,4XX E KENT AVE N,Sunset,492843.5642,5450541.945
Break and Enter Commercial,2020,4,24,4,39,4XX GORE AVE,Strathcona,492906.9854,5458731.204
Break and Enter Commercial,2020,3,24,6,13,4XX GORE AVE,Strathcona,492923.9614,5458658.376
Break and Enter Commercial,2020,8,1,5,35,4XX GRANVILLE ST,Central Business District,491645.6423,5459110.622
Break and Enter Commercial,2020,3,27,10,12,4XX HORNBY ST,Central Business District,491572.5011,5459325.748
Break and Enter Commercial,2020,3,15,21,0,4XX INDUSTRIAL AVE,Strathcona,493026.6494,5457415.717
Break and Enter Commercial,2020,10,28,19,28,4XX INDUSTRIAL AVE,Strathcona,493102.9036,5457405.327
Break and Enter Commercial,2020,5,8,11,30,4XX MAIN ST,Central Business District,492744.5587,5458668.932
Break and Enter Commercial,2020,4,13,3,25,4XX MAIN ST,Strathcona,492753.8355,5458682.652
Break and Enter Commercial,2020,4,1,0,0,4XX NANAIMO ST,Hastings-Sunrise,495891.8819,5458651.851
Break and Enter Commercial,2020,4,14,6,30,4XX PACIFIC ST,Central Business District,490738.2698,5457902.314
Break and Enter Commercial,2020,3,26,3,50,4XX POWELL ST,Strathcona,493074.0123,5458928.249
Break and Enter Commercial,2020,3,24,0,51,4XX PRIOR ST,Strathcona,493127.6939,5458213.751
Break and Enter Commercial,2020,6,24,1,56,4XX PRIOR ST,Strathcona,493127.6939,5458213.751
Break and Enter Commercial,2020,3,12,17,43,4XX RAILWAY ST,Strathcona,493124.9109,5459135.793
Break and Enter Commercial,2020,4,2,17,0,4XX RAILWAY ST,Strathcona,493131.1814,5459135.517
Break and Enter Commercial,2020,5,11,10,58,4XX RAILWAY ST,Strathcona,493131.1814,5459135.517
Break and Enter Commercial,2020,4,6,2,0,4XX RAILWAY ST,Strathcona,493206.2262,5459124.056
Break and Enter Commercial,2020,4,3,3,27,4XX ROBSON ST,Central Business District,491440.4896,5458594.874
Break and Enter Commercial,2020,8,12,19,0,4XX SE MARINE DR,Sunset,493059.1069,5450912.599
Break and Enter Commercial,2020,5,8,17,21,4XX SEYMOUR ST,Central Business District,491747.983,5459056.035
Break and Enter Commercial,2020,10,14,20,6,4XX SEYMOUR ST,Central Business District,491767.5443,5459075.785
Break and Enter Commercial,2020,9,1,7,42,4XX STANLEY PARK DR,Stanley Park,490212.9412,5460476.559
Break and Enter Commercial,2020,3,29,4,46,4XX SW MARINE DR,Marpole,491533.823,5450848.541
Break and Enter Commercial,2020,9,28,6,23,4XX TERMINAL AVE,Strathcona,493115.0823,5457675.053
Break and Enter Commercial,2020,8,4,12,39,4XX W 26TH AVE,Riley Park,491636.3586,5455030.823
Break and Enter Commercial,2020,9,8,8,38,4XX W 26TH AVE,Riley Park,491636.3586,5455030.823
Break and Enter Commercial,2020,3,31,9,22,4XX W 40TH AVE,Riley Park,491579.2092,5453521.367
Break and Enter Commercial,2020,4,30,17,0,4XX W 59TH AVE,Marpole,491573.2949,5451582.249
Break and Enter Commercial,2020,10,23,20,39,4XX W 63RD AVE,Marpole,491554.1716,5451157.339
Break and Enter Commercial,2020,7,30,5,3,4XX W 6TH AVE,Mount Pleasant,491671.6934,5457010.598
Break and Enter Commercial,2020,8,23,22,52,4XX W 8TH AVE,Mount Pleasant,491675.6937,5456811.071
Break and Enter Commercial,2020,9,2,3,0,4XX W 8TH AVE,Mount Pleasant,491745.0519,5456797.209
Break and Enter Commercial,2020,5,1,15,24,4XX W BROADWAY AVE,Mount Pleasant,491779.4543,5456714.595
Break and Enter Commercial,2020,7,1,4,30,4XX W CORDOVA ST,Central Business District,491953.8711,5459084.867
Break and Enter Commercial,2020,5,4,17,30,4XX W GEORGIA ST,Central Business District,491614.2015,5458653.54
Break and Enter Commercial,2020,5,24,22,4,4XX W GEORGIA ST,Central Business District,491614.2015,5458653.54
Break and Enter Commercial,2020,6,18,22,15,4XX W GEORGIA ST,Central Business District,491614.2015,5458653.54
Break and Enter Commercial,2020,10,31,21,42,4XX W GEORGIA ST,Central Business District,491614.2015,5458653.54
Break and Enter Commercial,2020,4,25,0,0,4XX W HASTINGS ST,Central Business District,491892.7482,5459000.828
Break and Enter Commercial,2020,10,7,16,12,4XX W HASTINGS ST,Central Business District,491908.9472,5458984.61
Break and Enter Commercial,2020,5,2,19,0,4XX W HASTINGS ST,Central Business District,491917.3483,5458976.199
Break and Enter Commercial,2020,3,19,6,20,4XX W HASTINGS ST,Central Business District,491925.1167,5458968.421
Break and Enter Commercial,2020,7,23,17,0,4XX W KING EDWARD AVE,Riley Park,491670.3909,5455151.214
Break and Enter Commercial,2020,5,28,16,6,4XX W PENDER ST,Central Business District,491829.535,5458921.928
Break and Enter Commercial,2020,4,15,7,23,4XX W PENDER ST,Central Business District,491832.0477,5458919.258
Break and Enter Commercial,2020,4,24,14,39,4XX W WATERFRONT RD,Central Business District,492101.6873,5459256.961
Break and Enter Commercial,2020,11,1,4,20,50XX BOUNDARY RD,Renfrew-Collingwood,498278.8258,5454075.522
Break and Enter Commercial,2020,6,9,4,16,50XX FRASER ST,Riley Park,493415.6337,5454005.731
Break and Enter Commercial,2020,4,27,21,0,50XX QUEBEC ST,Riley Park,492513.4608,5454052.794
Break and Enter Commercial,2020,5,28,14,36,50XX VICTORIA DR,Kensington-Cedar Cottage,495234.0178,5453967.656
Break and Enter Commercial,2020,6,13,7,33,51XX OAK ST,Shaughnessy,490683.9012,5453990.657
Break and Enter Commercial,2020,5,2,5,0,52XX HEATHER ST,South Cambie,491205.8155,5453903.285
Break and Enter Commercial,2020,7,16,2,30,52XX RUPERT ST,Renfrew-Collingwood,496997.5988,5453802.373
Break and Enter Commercial,2020,8,2,22,0,53XX OBEN ST,Renfrew-Collingwood,498077.0411,5453621.706
Break and Enter Commercial,2020,9,26,14,47,53XX OBEN ST,Renfrew-Collingwood,498077.0411,5453621.706
Break and Enter Commercial,2020,9,28,4,4,53XX WEST BLVD,Arbutus Ridge,488678.2562,5453886.675
Break and Enter Commercial,2020,5,14,14,21,54XX FRASER ST,Kensington-Cedar Cottage,493415.4044,5453604.599
Break and Enter Commercial,2020,4,16,21,0,54XX ORMIDALE ST,Renfrew-Collingwood,498197.8355,5453524.164
Break and Enter Commercial,2020,4,19,14,44,55XX BALSAM ST,Arbutus Ridge,488253.4025,5453701.078
Break and Enter Commercial,2020,8,23,15,33,55XX BOUNDARY RD,Renfrew-Collingwood,498276.617,5453485.761
Break and Enter Commercial,2020,4,7,17,0,55XX CAMBIE ST,Riley Park,491558.3034,5453577.375
Break and Enter Commercial,2020,8,7,13,54,55XX DUNBAR ST,Dunbar-Southlands,486516.971,5453730.459
Break and Enter Commercial,2020,7,9,17,7,55XX FRASER ST,Kensington-Cedar Cottage,493413.4079,5453460.35
Break and Enter Commercial,2020,8,11,12,27,55XX VICTORIA DR,Kensington-Cedar Cottage,495228.8051,5453491.028
Break and Enter Commercial,2020,3,24,2,28,55XX WEST BLVD,Arbutus Ridge,488672.8368,5453666.91
Break and Enter Commercial,2020,10,27,4,45,56XX MAIN ST,Riley Park,492613.4013,5453391.544
Break and Enter Commercial,2020,4,18,18,0,56XX MAIN ST,Riley Park,492613.8273,5453377.487
Break and Enter Commercial,2020,3,11,21,29,57XX ALBERTA ST,Oakridge,491736.1404,5453370.132
Break and Enter Commercial,2020,3,31,4,31,57XX ALBERTA ST,Oakridge,491736.1404,5453370.132
Break and Enter Commercial,2020,4,28,21,0,57XX ALBERTA ST,Oakridge,491736.1404,5453370.132
Break and Enter Commercial,2020,7,17,5,50,57XX CAMBIE ST,Oakridge,491522.7269,5453378.216
Break and Enter Commercial,2020,4,24,1,46,57XX GRANVILLE ST,Oakridge,489840.2376,5453504.257
Break and Enter Commercial,2020,4,7,2,20,57XX VICTORIA DR,Victoria-Fraserview,495234.0448,5453217.26
Break and Enter Commercial,2020,11,4,4,0,58XX SELKIRK ST,Oakridge,490283.5652,5453300.226
Break and Enter Commercial,2020,10,13,15,26,59XX EAST BLVD,Kerrisdale,488715.2045,5453314.255
Break and Enter Commercial,2020,3,22,4,51,59XX FRASER ST,Sunset,493399.4442,5453128.235
Break and Enter Commercial,2020,9,1,12,0,59XX ROSS ST,Sunset,493978.5373,5453066.857
Break and Enter Commercial,2020,5,27,1,30,5X ALEXANDER ST,Central Business District,492506.5879,5458995.345
Break and Enter Commercial,2020,9,27,16,53,5X E 4TH AVE,Mount Pleasant,492458.216,5457178.072
Break and Enter Commercial,2020,5,13,6,59,5X E PENDER ST,Central Business District,492486.712,5458644.52
Break and Enter Commercial,2020,5,23,20,35,5X KEEFER PL,Central Business District,492234.6253,5458535.36
Break and Enter Commercial,2020,5,17,6,0,5X KEEFER ST,Central Business District,492500.5092,5458496.159
Break and Enter Commercial,2020,8,22,0,0,5X PACIFIC BLVD,Central Business District,492416.1446,5458256.627
Break and Enter Commercial,2020,3,27,11,37,5X WATER ST,Central Business District,492335.0311,5459005.705
Break and Enter Commercial,2020,4,8,17,0,5X WATER ST,Central Business District,492335.0311,5459005.705
Break and Enter Commercial,2020,4,28,23,12,5X WATER ST,Central Business District,492335.0311,5459005.705
Break and Enter Commercial,2020,8,28,4,21,5X WATER ST,Central Business District,492335.0311,5459005.705
Break and Enter Commercial,2020,6,13,4,45,5XX ABBOTT ST,Central Business District,492168.9228,5458624.711
Break and Enter Commercial,2020,4,12,4,40,5XX ABBOTT ST,Central Business District,492170.0998,5458674.522
Break and Enter Commercial,2020,11,4,2,6,5XX ABBOTT ST,Central Business District,492177.6066,5458605.123
Break and Enter Commercial,2020,10,22,1,45,5XX BEACH CRES,Central Business District,490575.6285,5457849.568
Break and Enter Commercial,2020,4,6,0,8,5XX BEACH CRES,Central Business District,490576.7576,5457848.454
Break and Enter Commercial,2020,5,9,3,35,5XX BEACH CRES,Central Business District,490576.7576,5457848.454
Break and Enter Commercial,2020,6,14,7,0,5XX BEATTY ST,Central Business District,492012.9188,5458617.547
Break and Enter Commercial,2020,7,8,4,0,5XX BEATTY ST,Central Business District,492012.9188,5458617.547
Break and Enter Commercial,2020,11,2,10,19,5XX BEATTY ST,Central Business District,492018.481,5458623.179
Break and Enter Commercial,2020,4,2,5,23,5XX BEATTY ST,Central Business District,492024.0432,5458628.811
Break and Enter Commercial,2020,4,16,16,0,5XX BEATTY ST,Central Business District,492035.1675,5458640.074
Break and Enter Commercial,2020,6,26,0,0,5XX BROUGHTON ST,Central Business District,490732.3958,5459660.792
Break and Enter Commercial,2020,5,19,14,28,5XX BURRARD ST,Central Business District,491323.748,5459224.837
Break and Enter Commercial,2020,9,20,10,30,5XX BURRARD ST,Central Business District,491323.748,5459224.837
Break and Enter Commercial,2020,9,24,2,14,5XX BURRARD ST,Central Business District,491412.1932,5459310.517
Break and Enter Commercial,2020,5,16,10,26,5XX BURRARD ST,Central Business District,491414.2033,5459312.464
Break and Enter Commercial,2020,3,18,18,0,5XX CAMBIE ST,Central Business District,491957.3005,5458710.001
Break and Enter Commercial,2020,4,21,18,31,5XX CARDERO ST,Central Business District,490580.7738,5459849.385
Break and Enter Commercial,2020,5,12,21,51,5XX CARRALL ST,Central Business District,492408.0734,5458535.499
Break and Enter Commercial,2020,9,15,10,33,5XX CLARK DR,Grandview-Woodland,494390.2973,5458538.724
Break and Enter Commercial,2020,8,25,5,30,5XX COLUMBIA ST,Central Business District,492552.4366,5458558.367
Break and Enter Commercial,2020,4,16,22,5,5XX DUNSMUIR ST,Central Business District,491626.7318,5458908.159
Break and Enter Commercial,2020,8,22,3,42,5XX DUNSMUIR ST,Central Business District,491626.7318,5458908.159
Break and Enter Commercial,2020,10,23,13,46,5XX DUNSMUIR ST,Central Business District,491664.4044,5458870.312
Break and Enter Commercial,2020,4,4,0,0,5XX DUNSMUIR ST,Central Business District,491673.1947,5458861.481
Break and Enter Commercial,2020,9,28,7,30,5XX E 44TH AVE,Sunset,493244.5275,5453037.739
Break and Enter Commercial,2020,5,4,2,45,5XX E 5TH AVE,Mount Pleasant,493359.3054,5457043.803
Break and Enter Commercial,2020,8,1,4,0,5XX E 6TH AVE,Mount Pleasant,493313.6961,5456952.22
Break and Enter Commercial,2020,9,26,3,13,5XX E 6TH AVE,Mount Pleasant,493313.6961,5456952.22
Break and Enter Commercial,2020,10,31,6,35,5XX E HASTINGS ST,Strathcona,493272.5649,5458726.923
Break and Enter Commercial,2020,3,20,6,0,5XX EVANS AVE,Strathcona,493291.6013,5457763.461
Break and Enter Commercial,2020,5,1,11,50,5XX EVANS AVE,Strathcona,493291.6013,5457763.461
Break and Enter Commercial,2020,6,8,4,28,5XX GRANVILLE ST,Central Business District,491556.8225,5459008.122
Break and Enter Commercial,2020,4,9,21,6,5XX GRANVILLE ST,Central Business District,491645.4603,5459097.457
Break and Enter Commercial,2020,11,4,3,59,5XX GRANVILLE ST,Central Business District,491645.4603,5459097.457
Break and Enter Commercial,2020,3,23,5,20,5XX HORNBY ST,Central Business District,491449.6765,5459186.29
Break and Enter Commercial,2020,10,30,1,0,5XX HORNBY ST,Central Business District,491449.6765,5459186.29
Break and Enter Commercial,2020,8,27,17,49,5XX HORNBY ST,Central Business District,491499.2365,5459238.129
Break and Enter Commercial,2020,3,29,4,55,5XX HOWE ST,Central Business District,491470.5525,5459077.629
Break and Enter Commercial,2020,4,18,5,30,5XX KEEFER ST,Strathcona,493265.3515,5458510.02
Break and Enter Commercial,2020,4,13,6,30,5XX MAIN ST,Central Business District,492743.2354,5458597.592
Break and Enter Commercial,2020,4,15,3,50,5XX MAIN ST,Central Business District,492743.2354,5458597.592
Break and Enter Commercial,2020,5,25,5,52,5XX MAIN ST,Central Business District,492743.2354,5458597.592
Break and Enter Commercial,2020,8,28,13,26,5XX MALKIN AVE,Strathcona,493185.2342,5458211.869
Break and Enter Commercial,2020,10,27,0,6,5XX MOBERLY RD,Fairview,491459.1836,5457228.705
Break and Enter Commercial,2020,10,29,21,0,5XX POWELL ST,Strathcona,493324.255,5458920.717
Break and Enter Commercial,2020,9,25,16,0,5XX RICHARDS ST,Central Business District,491714.714,5458884.842
Break and Enter Commercial,2020,10,2,3,25,5XX RICHARDS ST,Central Business District,491714.714,5458884.842
Break and Enter Commercial,2020,8,3,13,0,5XX SEYMOUR ST,Central Business District,491646.8681,5458954.132
Break and Enter Commercial,2020,10,29,8,30,5XX SEYMOUR ST,Central Business District,491656.0852,5458976.394
Break and Enter Commercial,2020,9,12,20,0,5XX SEYMOUR ST,Central Business District,491677.2453,5458984.729
Break and Enter Commercial,2020,5,24,19,2,5XX SEYMOUR ST,Central Business District,491687.7246,5458995.284
Break and Enter Commercial,2020,3,29,3,22,5XX SEYMOUR ST,Central Business District,491708.6831,5459016.394
Break and Enter Commercial,2020,5,10,0,43,5XX SMITHE ST,Central Business District,491269.8322,5458529.685
Break and Enter Commercial,2020,8,23,2,23,5XX SMITHE ST,Central Business District,491279.6603,5458507.258
Break and Enter Commercial,2020,3,17,3,44,5XX TAYLOR ST,Central Business District,492304.877,5458594.221
Break and Enter Commercial,2020,3,28,4,34,5XX TAYLOR ST,Central Business District,492304.877,5458594.221
Break and Enter Commercial,2020,4,11,7,45,5XX TAYLOR ST,Central Business District,492304.877,5458594.221
Break and Enter Commercial,2020,6,24,8,13,5XX W 10TH AVE,Fairview,491499.7883,5456622.802
Break and Enter Commercial,2020,9,2,2,28,5XX W 10TH AVE,Fairview,491629.9831,5456610.43
Break and Enter Commercial,2020,5,24,16,30,5XX W 12TH AVE,Fairview,491526.3604,5456417.38
Break and Enter Commercial,2020,5,24,17,50,5XX W 12TH AVE,Fairview,491526.3604,5456417.38
Break and Enter Commercial,2020,8,16,2,0,5XX W 12TH AVE,Fairview,491526.3604,5456417.38
Break and Enter Commercial,2020,4,28,3,20,5XX W 12TH AVE,Fairview,491618.9531,5456405.742
Break and Enter Commercial,2020,4,18,0,0,5XX W 16TH AVE,South Cambie,491422.6882,5456021.69
Break and Enter Commercial,2020,11,4,15,53,5XX W 16TH AVE,South Cambie,491422.6882,5456021.69
Break and Enter Commercial,2020,4,4,2,30,5XX W 29TH AVE,South Cambie,491552.3053,5454713.102
Break and Enter Commercial,2020,4,15,2,0,5XX W 41ST AVE,South Cambie,491439.8115,5453441.398
Break and Enter Commercial,2020,10,30,10,2,5XX W 57TH AVE,Oakridge,491470.9415,5451819.544
Break and Enter Commercial,2020,9,1,1,0,5XX W 7TH AVE,Fairview,491485.589,5456927.174
Break and Enter Commercial,2020,10,9,4,35,5XX W 7TH AVE,Fairview,491485.589,5456927.174
Break and Enter Commercial,2020,8,16,8,31,5XX W 7TH AVE,Fairview,491568.0897,5456915.809
Break and Enter Commercial,2020,5,7,4,57,5XX W 7TH AVE,Fairview,491616.6041,5456923.652
Break and Enter Commercial,2020,9,24,15,30,5XX W 8TH AVE,Fairview,491591.866,5456830.317
Break and Enter Commercial,2020,3,25,14,0,5XX W 8TH AVE,Fairview,491595.0288,5456821.062
Break and Enter Commercial,2020,4,20,3,30,5XX W BROADWAY AVE,Fairview,491618.7048,5456727.475
Break and Enter Commercial,2020,5,13,23,30,5XX W HASTINGS ST,Central Business District,491823.1363,5459070.555
Break and Enter Commercial,2020,5,26,3,53,5XX W HASTINGS ST,Central Business District,491823.1363,5459070.555
Break and Enter Commercial,2020,3,17,6,0,5XX W HASTINGS ST,Central Business District,491827.083,5459079.545
Break and Enter Commercial,2020,3,29,4,28,5XX W HASTINGS ST,Central Business District,491827.083,5459079.545
Break and Enter Commercial,2020,5,17,1,37,5XX W HASTINGS ST,Central Business District,491827.083,5459079.545
Break and Enter Commercial,2020,7,14,5,24,5XX W HASTINGS ST,Central Business District,491827.083,5459079.545
Break and Enter Commercial,2020,7,27,23,3,5XX W HASTINGS ST,Central Business District,491827.083,5459079.545
Break and Enter Commercial,2020,8,17,8,25,5XX W HASTINGS ST,Central Business District,491827.083,5459079.545
Break and Enter Commercial,2020,8,30,21,45,5XX W HASTINGS ST,Central Business District,491827.083,5459079.545
Break and Enter Commercial,2020,10,5,15,28,5XX W KING EDWARD AVE,South Cambie,491543.6364,5455154.974
Break and Enter Commercial,2020,9,26,4,14,5XX W PENDER ST,Central Business District,491736.3072,5459028.185
Break and Enter Commercial,2020,3,30,6,34,5XX W PENDER ST,Central Business District,491779.817,5458986.516
Break and Enter Commercial,2020,3,31,13,54,5XX W PENDER ST,Central Business District,491788.8339,5458977.881
Break and Enter Commercial,2020,10,7,15,32,5XX W PENDER ST,Central Business District,491788.8339,5458977.881
Break and Enter Commercial,2020,4,16,11,21,5XX WHEELHOUSE SQ,Fairview,491562.9966,5457382.868
Break and Enter Commercial,2020,4,8,8,0,60XX FRASER ST,Sunset,493399.9355,5453027.832
Break and Enter Commercial,2020,9,24,3,29,60XX WEST BLVD,Kerrisdale,488661.577,5453228.296
Break and Enter Commercial,2020,9,11,4,0,61XX ASH ST,Oakridge,491412.995,5452922.149
Break and Enter Commercial,2020,4,22,6,3,61XX EAST BLVD,Kerrisdale,488707.9191,5453056.732
Break and Enter Commercial,2020,4,22,7,38,61XX EAST BLVD,Kerrisdale,488708.1968,5453067.181
Break and Enter Commercial,2020,7,21,17,25,62XX EAST BLVD,Kerrisdale,488705.1833,5452952.862
Break and Enter Commercial,2020,5,8,23,50,62XX FRASER ST,Sunset,493393.5043,5452833.355
Break and Enter Commercial,2020,4,8,0,6,62XX KNIGHT ST,Sunset,494372.3757,5452777.237
Break and Enter Commercial,2020,9,19,23,58,63XX CAMBIE ST,Oakridge,491504.8658,5452715.58
Break and Enter Commercial,2020,4,9,21,0,63XX CAMBIE ST,Oakridge,491537.2222,5452792.94
Break and Enter Commercial,2020,7,2,2,14,63XX FRASER ST,Sunset,493399.4446,5452666.125
Break and Enter Commercial,2020,4,13,1,0,63XX FRASER ST,Sunset,493399.8444,5452687.608
Break and Enter Commercial,2020,3,24,12,30,63XX FRASER ST,Sunset,493400.1631,5452704.719
